TIME,H_SIN,H_COS,DOY_SIN,DOY_COS,TEMP,HUMI,CLOU,WISP,WIDE_SIN,WIDE_COS,SUN_ELEV_CLIP,COS_ZEN,IRRADIANCE,EST_IRRADIANCE,IRRADIANCE_PROXY,IRRADIANCE_X_CAPA,CAPA,SEASONAL_SOLAR_PATTERN,WEATHER_ADJUSTED_PATTERN,EXPECTED_GEN_PROXY,GEN_LAG_2,dust_coverage_ratio,snow_coverage_ratio,bird_dropping_count,physical_damage_count,max_defect_confidence,cls_normal,cls_dust,cls_snow,cls_bird,cls_damage,PREDICTION,ACTUAL,ERROR,ANOMALY,CLS_ANOMALY_PRED
2026-02-21 07:00:00,0.9659258262890683,-0.25881904510252063,0.7802958510707755,0.6254105729852463,4.66,76.0,0.0,3.46,0.8191520442889917,-0.5735764363510462,0.25881904510252074,0.25881904510252074,0.0,0.25881904510252074,0.25881904510252074,250.6338928011535,968.375,0.10560156001301717,0.1353352832366127,131.05530490425483,0.0,0.1293241829231406,0.0,-0.1313459941718111,-0.3195659907617397,0.9200971389885988,0,1,0,0,0,18.46702217382228,17.690000000000005,0.7770221738222745,0,0
2026-02-21 08:00:00,0.8660254037844387,-0.4999999999999998,0.7802958510707755,0.6254105729852463,4.57,76.0,0.0,3.5,0.8090169943749475,-0.587785252292473,0.49999999999999994,0.49999999999999994,0.0,0.49999999999999994,0.49999999999999994,484.18749999999994,968.375,0.19456849396425804,0.24935220877729622,241.46644517471424,0.0,0.129783016862021,0.0,-0.1313459941718111,-0.3195659907617397,0.8514909465667287,0,1,0,0,0,78.10317374570047,120.78,42.67682625429953,0,0
2026-02-21 09:00:00,0.7071067811865476,-0.7071067811865475,0.7802958510707755,0.6254105729852463,5.78,73.0,0.0,3.63,0.6691306063588583,-0.7431448254773941,0.7071067811865476,0.7071067811865476,0.0,0.7071067811865476,0.7071067811865476,684.744529231523,968.375,0.32078921460696175,0.41111229050718745,398.11086431989764,17.690000000000005,0.1159632679252068,0.0,-0.1313459941718111,-0.3195659907617397,0.8637035709699861,0,1,0,0,0,251.3831442131412,300.77,49.386855786858774,0,0
2026-02-21 10:00:00,0.49999999999999994,-0.8660254037844387,0.7802958510707755,0.6254105729852463,8.18,68.0,0.0,4.94,0.258819045102521,-0.9659258262890682,0.8660254037844386,0.8660254037844386,0.0,0.8660254037844386,0.8660254037844386,838.6373503897557,968.375,0.4732733573209882,0.6065306597126334,587.3491275992214,120.78,0.1446126042267023,0.0,-0.1313459941718111,-0.3195659907617397,0.9149076210590064,0,1,0,0,0,419.604710884499,495.88,76.27528911550098,0,0
2026-02-21 11:00:00,0.258819045102521,-0.9659258262890682,0.7802958510707755,0.6254105729852463,11.32,59.0,0.0,6.06,-0.052335956242943564,-0.9986295347545738,0.9659258262890683,0.9659258262890683,0.0,0.9659258262890683,0.9659258262890683,935.3784220326766,968.375,0.6248120732931732,0.8007374029168081,775.414082549564,300.77,0.1713805915980392,0.0,-0.1313459941718111,-0.3195659907617397,0.8566708821156362,0,1,0,0,0,502.9796251220353,630.73,127.7503748779647,0,0
2026-02-21 12:00:00,1.2246467991473532e-16,-1.0,0.7802958510707755,0.6254105729852463,12.47,52.0,0.0,7.36,-0.275637355816999,-0.9612616959383189,1.0,1.0,0.0,1.0,1.0,968.375,968.375,0.7381282488690633,0.9459594689067654,916.043500702589,495.88,0.1691629401088668,0.0,-0.1313459941718111,-0.3195659907617397,0.9191555503065404,0,1,0,0,0,568.1305075085234,705.2899999999998,137.1594924914765,0,0
2026-02-21 13:00:00,-0.2588190451025208,-0.9659258262890683,0.7802958510707755,0.6254105729852463,13.3,50.0,0.0,8.21,-0.34202014332566866,-0.9396926207859084,0.9659258262890683,0.9659258262890683,0.0,0.9659258262890683,0.9659258262890683,935.3784220326766,968.375,0.7802958510707755,1.0,968.375,630.73,0.1573031164465914,0.0,-0.1313459941718111,-0.0690649787986557,0.9064785397793368,0,1,0,0,0,487.9691727336216,705.7499999999999,217.7808272663783,1,1
2026-02-21 14:00:00,-0.4999999999999997,-0.8660254037844388,0.7802958510707755,0.6254105729852463,13.37,48.0,1.0,8.61,-0.5000000000000001,-0.8660254037844386,0.8660254037844387,0.8660254037844387,0.0,0.8573651497465943,0.8660254037844387,830.2509768858582,968.375,0.7381282488690633,0.9364998742176978,906.8830656955631,705.2899999999998,0.1278580012980401,0.0,-0.1313459941718111,-0.3195659907617397,0.8738447242286662,0,1,0,0,0,436.11601339376324,628.3000000000001,192.18398660623683,0,0
2026-02-21 15:00:00,-0.7071067811865471,-0.7071067811865479,0.7802958510707755,0.6254105729852463,13.47,50.0,1.0,8.39,-0.5150380749100542,-0.8571673007021123,0.7071067811865476,0.7071067811865476,0.0,0.7000357133746821,0.7071067811865476,677.8970839392077,968.375,0.6248120732931732,0.79273002888764,767.6599417240684,705.7499999999999,0.143928921862929,0.0,-0.1313459941718111,-0.3195659907617397,0.909782065520486,0,1,0,0,0,330.64676300976197,501.58,170.93323699023802,0,0
2026-02-21 16:00:00,-0.8660254037844385,-0.5000000000000004,0.7802958510707755,0.6254105729852463,12.97,51.0,38.0,7.56,-0.5150380749100542,-0.8571673007021123,0.49999999999999994,0.49999999999999994,0.0,0.30999999999999994,0.49999999999999994,300.19624999999996,968.375,0.4732733573209882,0.37604900902183275,364.1564591115173,628.3000000000001,0.1707051549000341,0.0,-0.1313459941718111,-0.3195659907617397,0.9022256995617018,0,1,0,0,0,125.48994971449945,296.2,170.71005028550053,0,0
2026-02-21 17:00:00,-0.9659258262890683,-0.25881904510252063,0.7802958510707755,0.6254105729852463,11.97,57.0,22.0,6.78,-0.46947156278589086,-0.8829475928589269,0.258819045102521,0.258819045102521,0.0,0.2018788551799664,0.258819045102521,195.49443638489996,968.375,0.32078921460696175,0.32066758659560624,310.5264741695202,501.58,0.1713866349238248,0.0,-0.1313459941718111,-0.3195659907617397,0.8674389027407524,0,1,0,0,0,38.5209560308917,85.37000000000005,46.849043969108344,0,0
2026-02-21 18:00:00,-1.0,-1.8369701987210297e-16,0.7802958510707755,0.6254105729852463,15.95,39.0,0.0,7.17,-0.2419218955996675,-0.9702957262759965,1.2246467991473532e-16,1.2246467991473532e-16,0.0,1.2246467991473532e-16,1.2246467991473532e-16,1.185917344124318e-13,968.375,0.19456849396425804,0.24935220877729622,241.46644517471424,296.2,0.1398221477078259,0.0,-0.1313459941718111,-0.3195659907617397,0.8574781377984672,0,1,0,0,0,69.39760778601921,4.010000000000001,65.3876077860192,0,0
2026-02-21 19:00:00,-0.9659258262890684,0.2588190451025203,0.7802958510707755,0.6254105729852463,14.85,44.0,3.0,6.44,-0.13917310096006552,-0.9902680687415703,0.0,0.0,0.0,0.0,0.0,0.0,968.375,0.10560156001301717,0.1312752247395143,127.12364575712716,85.37000000000005,0.1341756495032025,0.0,-0.1313459941718111,-0.3195659907617397,0.9478218410244714,0,1,0,0,0,6.852839542355628,0.0,6.852839542355628,0,0
