V_SITE_ID,V_TIME,D_PVI_CAPA,D_PERIOD_GEN_KWH,D_TOT_GEN_KWH,D_TEMP,D_HUMIDITY,D_PRESSURE,D_DEW,D_UVI,D_CLOUDS,D_VISIBILITY,D_WIND_SPEED,D_WIND_DEG,V_GPS_Y,V_GPS_X,__SRC__,TIME
KR10025001,2025092510,968.375,105.2,463708.13,23.38,94.0,1019.0,22.36,0.0,100.0,6302.0,2.75,183.0,36.0372673,126.6898854,MASTER,2025092510
KR10025001,2025092511,968.375,225.53000000000003,463933.66,23.32,93.0,1019.0,22.12,0.0,100.0,10000.0,3.57,182.0,36.0372673,126.6898854,MASTER,2025092511
KR10025001,2025092512,968.375,235.0,464168.66,23.37,92.0,1019.0,22.0,0.0,100.0,10000.0,3.6,182.0,36.0372673,126.6898854,MASTER,2025092512
KR10025001,2025092513,968.375,146.06999999999996,464314.7299999999,23.62,91.0,1019.0,22.06,0.0,100.0,10000.0,3.06,197.0,36.0372673,126.6898854,MASTER,2025092513
KR10025001,2025092514,968.375,183.46000000000004,464498.19,24.68,84.0,1018.0,21.79,0.0,100.0,10000.0,3.01,219.0,36.0372673,126.6898854,MASTER,2025092514
KR10025001,2025092515,968.375,292.42,464790.61,24.65,85.0,1018.0,21.96,0.0,100.0,10000.0,1.53,164.0,36.0372673,126.6898854,MASTER,2025092515
KR10025001,2025092516,968.375,200.5900000000001,464991.2,24.64,85.0,1018.0,21.95,0.0,100.0,10000.0,1.35,156.0,36.0372673,126.6898854,MASTER,2025092516
KR10025001,2025092517,968.375,99.93000000000004,465091.13,24.46,87.0,1018.0,22.15,0.0,100.0,10000.0,0.85,153.0,36.0372673,126.6898854,MASTER,2025092517
KR10025001,2025092518,968.375,4.590000000000002,465095.72,23.88,94.0,1018.0,22.85,0.0,100.0,10000.0,0.44,133.0,36.0372673,126.6898854,MASTER,2025092518
KR10025001,2025092519,968.375,0.0,465095.72,23.79,95.0,1018.0,22.94,0.0,100.0,10000.0,0.53,85.0,36.0372673,126.6898854,MASTER,2025092519
KR10025001,2025092520,968.375,0.0,465095.72,23.6,95.0,1018.0,22.75,0.0,100.0,10000.0,1.38,107.0,36.0372673,126.6898854,MASTER,2025092520
KR10025001,2025092521,968.375,0.0,465095.72,23.33,95.0,1019.0,22.48,0.0,100.0,10000.0,1.13,122.0,36.0372673,126.6898854,MASTER,2025092521
KR10025001,2025092522,968.375,0.0,465095.72,22.94,96.0,1019.0,22.27,0.0,100.0,10000.0,1.23,105.0,36.0372673,126.6898854,MASTER,2025092522
KR10025001,2025092523,968.375,0.0,465095.72,22.19,96.0,1019.0,21.53,0.0,100.0,10000.0,0.96,41.0,36.0372673,126.6898854,MASTER,2025092523
KR10025001,2025092600,968.375,0.0,465095.72,22.0,96.0,1019.0,21.45,0.0,100.0,10000.0,1.38,22.0,36.0372673,126.6898854,MASTER,2025092600
KR10025001,2025092601,968.375,0.0,465095.72,22.02,96.0,1019.0,21.39,0.0,100.0,10000.0,1.68,16.0,36.0372673,126.6898854,MASTER,2025092601
KR10025001,2025092602,968.375,0.0,465095.72,21.98,95.0,1019.0,21.1,0.0,100.0,10000.0,1.86,19.0,36.0372673,126.6898854,MASTER,2025092602
KR10025001,2025092603,968.375,0.0,465095.72,21.66,93.0,1019.0,20.46,0.0,100.0,10000.0,2.38,21.0,36.0372673,126.6898854,MASTER,2025092603
KR10025001,2025092604,968.375,0.0,465095.72,21.2,91.0,1019.0,19.34,0.0,100.0,10000.0,2.78,10.0,36.0372673,126.6898854,MASTER,2025092604
KR10025001,2025092605,968.375,0.0,465095.72,20.83,87.0,1019.0,18.0,0.0,100.0,10000.0,2.81,27.0,36.0372673,126.6898854,MASTER,2025092605
KR10025001,2025092606,968.375,2.1500000000000004,465097.87,19.87,85.0,1019.0,17.28,0.0,83.0,10000.0,2.17,35.0,36.0372673,126.6898854,MASTER,2025092606
KR10025001,2025092607,968.375,86.63000000000002,465184.5,19.88,84.0,1019.0,17.1,0.0,84.0,10000.0,2.44,31.0,36.0372673,126.6898854,MASTER,2025092607
KR10025001,2025092608,968.375,229.06,465413.56,20.4,83.0,1019.0,17.42,0.0,87.0,10000.0,2.17,38.0,36.0372673,126.6898854,MASTER,2025092608
KR10025001,2025092609,968.375,443.34,465856.9000000001,21.71,80.0,1020.0,18.11,0.0,89.0,10000.0,2.41,32.0,36.0372673,126.6898854,MASTER,2025092609
KR10025001,2025092610,968.375,317.3,466174.2,23.53,73.0,1020.0,18.41,0.0,97.0,10000.0,2.39,36.0,36.0372673,126.6898854,MASTER,2025092610
KR10025001,2025092611,968.375,769.0900000000001,466943.29,25.83,63.0,1020.0,16.39,0.0,91.0,10000.0,2.43,28.0,36.0372673,126.6898854,MASTER,2025092611
KR10025001,2025092612,968.375,633.84,467577.13,26.54,58.0,1019.0,15.97,0.0,95.0,10000.0,1.9,24.0,36.0372673,126.6898854,MASTER,2025092612
KR10025001,2025092613,968.375,629.74,468206.87000000005,27.04,57.0,1019.0,15.93,0.0,97.0,10000.0,1.29,328.0,36.0372673,126.6898854,MASTER,2025092613
KR10025001,2025092614,968.375,448.32,468655.19,27.72,56.0,1018.0,16.17,0.0,98.0,10000.0,1.48,293.0,36.0372673,126.6898854,MASTER,2025092614
KR10025001,2025092615,968.375,656.95,469312.14,27.49,59.0,1018.0,16.83,0.0,98.0,10000.0,2.56,290.0,36.0372673,126.6898854,MASTER,2025092615
KR10025001,2025092616,968.375,292.26000000000005,469604.4,26.58,69.0,1018.0,18.17,0.0,100.0,10000.0,4.11,292.0,36.0372673,126.6898854,MASTER,2025092616
KR10025001,2025092617,968.375,77.74999999999999,469682.15,25.4,76.0,1018.0,18.7,0.0,100.0,10000.0,3.87,305.0,36.0372673,126.6898854,MASTER,2025092617
KR10025001,2025092618,968.375,2.77,469684.92,24.34,75.0,1018.0,19.62,0.0,100.0,10000.0,3.36,315.0,36.0372673,126.6898854,MASTER,2025092618
KR10025001,2025092619,968.375,0.0,469684.92,24.18,74.0,1018.0,19.25,0.0,100.0,10000.0,3.06,339.0,36.0372673,126.6898854,MASTER,2025092619
KR10025001,2025092620,968.375,0.0,469684.92,23.87,74.0,1018.0,18.96,0.0,100.0,10000.0,2.98,1.0,36.0372673,126.6898854,MASTER,2025092620
KR10025001,2025092621,968.375,0.0,469684.92,23.39,73.0,1019.0,18.28,0.0,100.0,10000.0,3.08,7.0,36.0372673,126.6898854,MASTER,2025092621
KR10025001,2025092622,968.375,0.0,469684.92,22.71,72.0,1020.0,17.41,0.0,100.0,10000.0,1.74,325.0,36.0372673,126.6898854,MASTER,2025092622
KR10025001,2025092623,968.375,0.0,469684.92,22.32,72.0,1019.0,15.47,0.0,100.0,10000.0,1.78,30.0,36.0372673,126.6898854,MASTER,2025092623
KR10025001,2025092700,968.375,0.0,469684.92,21.52,72.0,1019.0,15.09,0.0,100.0,10000.0,1.29,71.0,36.0372673,126.6898854,MASTER,2025092700
KR10025001,2025092701,968.375,0.0,469684.92,21.65,72.0,1019.0,15.12,0.0,100.0,10000.0,1.85,103.0,36.0372673,126.6898854,MASTER,2025092701
KR10025001,2025092702,968.375,0.0,469684.92,21.47,71.0,1019.0,15.07,0.0,100.0,10000.0,2.0,115.0,36.0372673,126.6898854,MASTER,2025092702
KR10025001,2025092703,968.375,0.0,469684.92,21.18,74.0,1019.0,15.38,0.0,100.0,10000.0,1.8,92.0,36.0372673,126.6898854,MASTER,2025092703
KR10025001,2025092704,968.375,0.0,469684.92,20.98,75.0,1019.0,15.43,0.0,100.0,10000.0,1.45,32.0,36.0372673,126.6898854,MASTER,2025092704
KR10025001,2025092705,968.375,0.0,469684.92,21.51,74.0,1019.0,14.96,0.0,100.0,10000.0,1.43,56.0,36.0372673,126.6898854,MASTER,2025092705
KR10025001,2025092706,968.375,2.87,469687.79,20.74,87.0,1018.0,18.5,0.0,73.0,10000.0,2.34,65.0,36.0372673,126.6898854,MASTER,2025092706
KR10025001,2025092707,968.375,90.29000000000002,469778.08,20.75,88.0,1018.0,18.69,0.0,75.0,10000.0,2.21,67.0,36.0372673,126.6898854,MASTER,2025092707
KR10025001,2025092708,968.375,235.05,470013.13,21.09,85.0,1018.0,18.47,0.0,78.0,10000.0,2.11,78.0,36.0372673,126.6898854,MASTER,2025092708
KR10025001,2025092709,968.375,441.18,470454.31,22.03,81.0,1019.0,18.62,0.0,81.0,10000.0,2.01,70.0,36.0372673,126.6898854,MASTER,2025092709
KR10025001,2025092710,968.375,377.99000000000007,470832.3,22.56,76.0,1019.0,18.12,0.0,95.0,10000.0,2.23,90.0,36.0372673,126.6898854,MASTER,2025092710
KR10025001,2025092711,968.375,784.6,471616.9000000001,24.25,67.0,1019.0,17.2,0.0,100.0,10000.0,2.09,142.0,36.0372673,126.6898854,MASTER,2025092711
KR10025001,2025092712,968.375,548.4300000000001,472165.33,25.19,64.0,1018.0,17.26,0.0,100.0,10000.0,1.98,199.0,36.0372673,126.6898854,MASTER,2025092712
KR10025001,2025092713,968.375,434.98,472600.3099999999,25.72,65.0,1018.0,17.83,0.0,100.0,10000.0,2.15,245.0,36.0372673,126.6898854,MASTER,2025092713
KR10025001,2025092714,968.375,262.75,472863.06000000006,25.38,69.0,1018.0,18.31,0.0,100.0,10000.0,2.18,260.0,36.0372673,126.6898854,MASTER,2025092714
KR10025001,2025092715,968.375,152.03999999999994,473015.1,24.75,75.0,1017.0,18.89,0.0,100.0,10000.0,2.6,268.0,36.0372673,126.6898854,MASTER,2025092715
KR10025001,2025092716,968.375,55.2,473070.3,24.25,80.0,1017.0,19.42,0.0,100.0,10000.0,2.12,281.0,36.0372673,126.6898854,MASTER,2025092716
KR10025001,2025092717,968.375,3.6100000000000008,473073.91,24.11,83.0,1016.0,19.72,0.0,100.0,10000.0,1.68,291.0,36.0372673,126.6898854,MASTER,2025092717
KR10025001,2025092718,968.375,0.0,473073.91,24.27,82.0,1016.0,21.0,0.0,99.0,10000.0,2.58,292.0,36.0372673,126.6898854,MASTER,2025092718
KR10025001,2025092719,968.375,0.0,473073.91,24.14,83.0,1016.0,21.07,0.0,99.0,10000.0,2.58,300.0,36.0372673,126.6898854,MASTER,2025092719
KR10025001,2025092720,968.375,0.0,473073.91,23.73,83.0,1016.0,20.67,0.0,99.0,10000.0,1.29,307.0,36.0372673,126.6898854,MASTER,2025092720
KR10025001,2025092721,968.375,0.0,473073.91,23.96,83.0,1016.0,20.9,0.0,100.0,10000.0,0.68,266.0,36.0372673,126.6898854,MASTER,2025092721
KR10025001,2025092722,968.375,0.0,473073.91,23.83,85.0,1016.0,21.16,0.0,100.0,10000.0,0.58,273.0,36.0372673,126.6898854,MASTER,2025092722
KR10025001,2025092723,968.375,0.0,473073.91,23.32,87.0,1016.0,19.53,0.0,100.0,10000.0,0.72,228.0,36.0372673,126.6898854,MASTER,2025092723
KR10025001,2025092800,968.375,0.0,473073.91,23.25,88.0,1015.0,19.59,0.0,100.0,10000.0,0.21,197.0,36.0372673,126.6898854,MASTER,2025092800
KR10025001,2025092801,968.375,0.0,473073.91,23.1,88.0,1015.0,19.68,0.0,100.0,10000.0,1.64,160.0,36.0372673,126.6898854,MASTER,2025092801
KR10025001,2025092802,968.375,0.0,473073.91,23.01,89.0,1014.0,19.55,0.0,100.0,10000.0,1.61,137.0,36.0372673,126.6898854,MASTER,2025092802
KR10025001,2025092803,968.375,0.0,473073.91,22.98,90.0,1014.0,19.48,0.0,100.0,10000.0,1.93,128.0,36.0372673,126.6898854,MASTER,2025092803
KR10025001,2025092804,968.375,0.0,473073.91,23.14,90.0,1013.0,19.52,0.0,100.0,10000.0,2.0,151.0,36.0372673,126.6898854,MASTER,2025092804
KR10025001,2025092805,968.375,0.0,473073.91,23.0,92.0,1013.0,19.75,0.0,100.0,10000.0,3.07,201.0,36.0372673,126.6898854,MASTER,2025092805
KR10025001,2025092806,968.375,0.0,473073.91,22.76,92.0,1012.0,21.39,0.0,100.0,10000.0,1.85,176.0,36.0372673,126.6898854,MASTER,2025092806
KR10025001,2025092807,968.375,0.0,473073.91,22.74,93.0,1012.0,21.55,0.0,100.0,10000.0,2.0,144.0,36.0372673,126.6898854,MASTER,2025092807
KR10025001,2025092808,968.375,0.0,473073.91,22.52,93.0,1012.0,21.33,0.0,100.0,7110.0,2.44,138.0,36.0372673,126.6898854,MASTER,2025092808
KR10025001,2025092809,968.375,0.0,473073.91,22.02,95.0,1011.0,21.18,0.0,100.0,2397.0,1.06,244.0,36.0372673,126.6898854,MASTER,2025092809
KR10025001,2025092810,968.375,0.0,473073.91,21.58,97.0,1011.0,21.08,0.0,100.0,1251.0,2.26,228.0,36.0372673,126.6898854,MASTER,2025092810
KR10025001,2025092811,968.375,0.0,473073.91,21.2,97.0,1011.0,20.91,0.0,100.0,2864.0,1.45,255.0,36.0372673,126.6898854,MASTER,2025092811
KR10025001,2025092812,968.375,0.0,473073.91,21.25,96.0,1011.0,20.65,0.0,100.0,10000.0,3.03,313.0,36.0372673,126.6898854,MASTER,2025092812
KR10025001,2025092813,968.375,0.0,473073.91,20.91,93.0,1010.0,19.96,0.0,100.0,10000.0,3.6,318.0,36.0372673,126.6898854,MASTER,2025092813
KR10025001,2025092814,968.375,0.0,473073.91,20.63,94.0,1011.0,19.49,0.0,100.0,10000.0,4.01,321.0,36.0372673,126.6898854,MASTER,2025092814
KR10025001,2025092815,968.375,0.0,473073.91,20.54,92.0,1010.0,18.99,0.0,100.0,10000.0,3.43,316.0,36.0372673,126.6898854,MASTER,2025092815
KR10025001,2025092816,968.375,0.0,473073.91,20.72,91.0,1010.0,18.69,0.0,100.0,10000.0,3.73,311.0,36.0372673,126.6898854,MASTER,2025092816
KR10025001,2025092817,968.375,0.0,473073.91,21.0,89.0,1011.0,18.22,0.0,100.0,10000.0,4.68,318.0,36.0372673,126.6898854,MASTER,2025092817
KR10025001,2025092818,968.375,0.0,473073.91,21.77,88.0,1011.0,19.69,0.0,100.0,10000.0,3.97,321.0,36.0372673,126.6898854,MASTER,2025092818
KR10025001,2025092819,968.375,0.0,473073.91,21.7,88.0,1011.0,19.63,0.0,100.0,10000.0,3.89,329.0,36.0372673,126.6898854,MASTER,2025092819
KR10025001,2025092820,968.375,0.0,473073.91,21.5,87.0,1011.0,19.25,0.0,100.0,10000.0,3.63,331.0,36.0372673,126.6898854,MASTER,2025092820
KR10025001,2025092821,968.375,0.0,473073.91,21.18,87.0,1012.0,18.93,0.0,99.0,10000.0,2.47,337.0,36.0372673,126.6898854,MASTER,2025092821
KR10025001,2025092822,968.375,0.0,473073.91,20.89,86.0,1013.0,18.46,0.0,100.0,10000.0,2.52,333.0,36.0372673,126.6898854,MASTER,2025092822
KR10025001,2025092823,968.375,0.0,473073.91,20.72,86.0,1013.0,16.97,0.0,100.0,10000.0,2.83,326.0,36.0372673,126.6898854,MASTER,2025092823
KR10025001,2025092900,968.375,0.0,473073.91,20.73,87.0,1012.0,17.01,0.0,100.0,10000.0,2.07,325.0,36.0372673,126.6898854,MASTER,2025092900
KR10025001,2025092901,968.375,0.0,473073.91,20.58,86.0,1012.0,17.14,0.0,100.0,10000.0,1.5,340.0,36.0372673,126.6898854,MASTER,2025092901
KR10025001,2025092902,968.375,0.0,473073.91,20.78,86.0,1013.0,16.95,0.0,100.0,10000.0,1.84,330.0,36.0372673,126.6898854,MASTER,2025092902
KR10025001,2025092903,968.375,0.0,473073.91,20.65,86.0,1012.0,16.85,0.0,100.0,10000.0,0.9,3.0,36.0372673,126.6898854,MASTER,2025092903
KR10025001,2025092904,968.375,0.0,473073.91,20.49,86.0,1013.0,16.77,0.0,100.0,10000.0,2.27,323.0,36.0372673,126.6898854,MASTER,2025092904
KR10025001,2025092905,968.375,0.0,473073.91,20.55,86.0,1013.0,16.78,0.0,100.0,10000.0,1.32,1.0,36.0372673,126.6898854,MASTER,2025092905
KR10025001,2025092906,968.375,2.29,473076.2,20.53,84.0,1013.0,17.73,0.0,100.0,10000.0,3.45,332.0,36.0372673,126.6898854,MASTER,2025092906
KR10025001,2025092907,968.375,90.50000000000004,473166.7,20.52,84.0,1013.0,17.72,0.0,100.0,10000.0,3.06,340.0,36.0372673,126.6898854,MASTER,2025092907
KR10025001,2025092908,968.375,198.25,473364.95,20.86,83.0,1013.0,17.87,0.0,100.0,10000.0,3.19,354.0,36.0372673,126.6898854,MASTER,2025092908
KR10025001,2025092909,968.375,360.92,473725.87,21.57,79.0,1014.0,17.77,0.0,100.0,10000.0,2.91,360.0,36.0372673,126.6898854,MASTER,2025092909
KR10025001,2025092910,968.375,412.19000000000005,474138.06,21.3,75.0,1014.0,16.69,0.0,100.0,10000.0,2.38,358.0,36.0372673,126.6898854,MASTER,2025092910
KR10025001,2025092911,968.375,608.3900000000001,474746.45,22.67,68.0,1014.0,16.12,0.0,95.0,10000.0,1.85,338.0,36.0372673,126.6898854,MASTER,2025092911
KR10025001,2025092912,968.375,669.9100000000001,475416.36,23.07,64.0,1013.0,15.89,0.0,97.0,10000.0,2.52,305.0,36.0372673,126.6898854,MASTER,2025092912
KR10025001,2025092913,968.375,545.9200000000001,475962.28,23.65,63.0,1013.0,15.96,0.0,97.0,10000.0,3.37,299.0,36.0372673,126.6898854,MASTER,2025092913
KR10025001,2025092914,968.375,421.9,476384.18000000005,23.47,65.0,1013.0,16.14,0.0,97.0,10000.0,4.25,298.0,36.0372673,126.6898854,MASTER,2025092914
KR10025001,2025092915,968.375,536.9499999999999,476921.13,23.37,66.0,1013.0,16.19,0.0,97.0,10000.0,4.54,303.0,36.0372673,126.6898854,MASTER,2025092915
KR10025001,2025092916,968.375,296.48,477217.61,22.86,69.0,1013.0,16.23,0.0,100.0,10000.0,4.64,309.0,36.0372673,126.6898854,MASTER,2025092916
KR10025001,2025092917,968.375,100.61000000000004,477318.22,22.14,73.0,1013.0,16.41,0.0,100.0,10000.0,3.95,315.0,36.0372673,126.6898854,MASTER,2025092917
KR10025001,2025092918,968.375,3.540000000000001,477321.76,22.35,73.0,1013.0,17.28,0.0,83.0,10000.0,3.42,317.0,36.0372673,126.6898854,MASTER,2025092918
KR10025001,2025092919,968.375,0.0,477321.76,22.2,73.0,1013.0,17.13,0.0,80.0,10000.0,3.47,315.0,36.0372673,126.6898854,MASTER,2025092919
KR10025001,2025092920,968.375,0.0,477321.76,21.93,74.0,1013.0,17.09,0.0,72.0,10000.0,2.76,322.0,36.0372673,126.6898854,MASTER,2025092920
KR10025001,2025092921,968.375,0.0,477321.76,21.49,74.0,1014.0,16.66,0.0,61.0,10000.0,2.34,340.0,36.0372673,126.6898854,MASTER,2025092921
KR10025001,2025092922,968.375,0.0,477321.76,20.92,76.0,1014.0,16.53,0.0,29.0,10000.0,1.97,357.0,36.0372673,126.6898854,MASTER,2025092922
KR10025001,2025092923,968.375,0.0,477321.76,19.72,79.0,1014.0,13.87,0.0,10.0,10000.0,1.84,15.0,36.0372673,126.6898854,MASTER,2025092923
KR10025001,2025093000,968.375,0.0,477321.76,19.38,81.0,1014.0,13.84,0.0,39.0,10000.0,1.28,32.0,36.0372673,126.6898854,MASTER,2025093000
KR10025001,2025093001,968.375,0.0,477321.76,18.97,83.0,1014.0,13.83,0.0,52.0,10000.0,1.53,62.0,36.0372673,126.6898854,MASTER,2025093001
KR10025001,2025093002,968.375,0.0,477321.76,18.77,84.0,1014.0,13.99,0.0,62.0,10000.0,1.13,74.0,36.0372673,126.6898854,MASTER,2025093002
KR10025001,2025093003,968.375,0.0,477321.76,18.21,86.0,1014.0,13.87,0.0,63.0,10000.0,1.24,89.0,36.0372673,126.6898854,MASTER,2025093003
KR10025001,2025093004,968.375,0.0,477321.76,18.27,88.0,1014.0,14.04,0.0,100.0,10000.0,1.71,87.0,36.0372673,126.6898854,MASTER,2025093004
KR10025001,2025093005,968.375,0.0,477321.76,18.21,88.0,1014.0,14.06,0.0,100.0,10000.0,1.72,85.0,36.0372673,126.6898854,MASTER,2025093005
KR10025001,2025093006,968.375,5.300000000000001,477327.06000000006,18.57,88.0,1013.0,16.55,0.0,96.0,10000.0,1.88,92.0,36.0372673,126.6898854,MASTER,2025093006
KR10025001,2025093007,968.375,106.76000000000002,477433.82000000007,18.62,89.0,1013.0,16.77,0.0,96.0,10000.0,1.9,81.0,36.0372673,126.6898854,MASTER,2025093007
KR10025001,2025093008,968.375,205.13,477638.95,19.05,87.0,1013.0,16.84,0.0,97.0,10000.0,1.16,98.0,36.0372673,126.6898854,MASTER,2025093008
KR10025001,2025093009,968.375,308.85,477947.79999999993,19.88,84.0,1014.0,17.1,0.0,97.0,10000.0,1.78,110.0,36.0372673,126.6898854,MASTER,2025093009
KR10025001,2025093010,968.375,457.75,478405.5500000001,21.23,80.0,1014.0,17.64,0.0,99.0,10000.0,1.82,134.0,36.0372673,126.6898854,MASTER,2025093010
KR10025001,2025093011,968.375,592.5699999999999,478998.12,22.68,74.0,1014.0,16.15,0.0,100.0,10000.0,1.41,136.0,36.0372673,126.6898854,MASTER,2025093011
KR10025001,2025093012,968.375,505.04,479503.16,23.32,69.0,1013.0,15.91,0.0,100.0,10000.0,1.04,211.0,36.0372673,126.6898854,MASTER,2025093012
KR10025001,2025093013,968.375,504.93000000000006,480008.09,23.58,68.0,1013.0,15.66,0.0,100.0,10000.0,1.85,268.0,36.0372673,126.6898854,MASTER,2025093013
KR10025001,2025093014,968.375,502.33,480510.4200000001,23.9,66.0,1012.0,15.5,0.0,100.0,10000.0,2.13,247.0,36.0372673,126.6898854,MASTER,2025093014
KR10025001,2025093015,968.375,256.17,480766.59,24.14,65.0,1012.0,15.38,0.0,100.0,10000.0,2.48,252.0,36.0372673,126.6898854,MASTER,2025093015
KR10025001,2025093016,968.375,199.07000000000005,480965.6600000001,23.92,67.0,1012.0,15.44,0.0,100.0,10000.0,2.65,268.0,36.0372673,126.6898854,MASTER,2025093016
KR10025001,2025093017,968.375,98.31999999999998,481063.98,23.39,73.0,1012.0,15.9,0.0,98.0,10000.0,3.05,289.0,36.0372673,126.6898854,MASTER,2025093017
KR10025001,2025093018,968.375,4.050000000000002,481068.0299999999,22.45,75.0,1012.0,17.8,0.0,58.0,10000.0,2.52,316.0,36.0372673,126.6898854,MASTER,2025093018
KR10025001,2025093019,968.375,0.0,481068.0299999999,22.28,75.0,1012.0,17.64,0.0,57.0,10000.0,1.65,331.0,36.0372673,126.6898854,MASTER,2025093019
KR10025001,2025093020,968.375,0.0,481068.0299999999,21.9,75.0,1012.0,17.27,0.0,54.0,10000.0,1.63,327.0,36.0372673,126.6898854,MASTER,2025093020
KR10025001,2025093021,968.375,0.0,481068.0299999999,21.51,76.0,1013.0,17.1,0.0,48.0,10000.0,1.17,1.0,36.0372673,126.6898854,MASTER,2025093021
KR10025001,2025093022,968.375,0.0,481068.0299999999,20.82,78.0,1013.0,16.85,0.0,16.0,10000.0,1.35,33.0,36.0372673,126.6898854,MASTER,2025093022
KR10025001,2025093023,968.375,0.0,481068.0299999999,19.64,80.0,1013.0,14.01,0.0,5.0,10000.0,1.28,58.0,36.0372673,126.6898854,MASTER,2025093023
KR10025001,2025100100,968.375,0.0,481068.0299999999,19.67,82.0,1013.0,13.98,0.0,3.0,10000.0,1.45,63.0,36.0372673,126.6898854,MASTER,2025100100
KR10025001,2025100101,968.375,0.0,481068.0299999999,19.62,83.0,1013.0,13.99,0.0,2.0,10000.0,1.37,75.0,36.0372673,126.6898854,MASTER,2025100101
KR10025001,2025100102,968.375,0.0,481068.0299999999,19.11,84.0,1013.0,13.9,0.0,2.0,10000.0,1.4,72.0,36.0372673,126.6898854,MASTER,2025100102
KR10025001,2025100103,968.375,0.0,481068.0299999999,18.91,86.0,1013.0,13.88,0.0,2.0,10000.0,1.68,79.0,36.0372673,126.6898854,MASTER,2025100103
KR10025001,2025100104,968.375,0.0,481068.0299999999,18.63,86.0,1013.0,13.79,0.0,0.0,10000.0,1.34,70.0,36.0372673,126.6898854,MASTER,2025100104
KR10025001,2025100105,968.375,0.0,481068.0299999999,18.56,87.0,1013.0,13.73,0.0,0.0,10000.0,1.93,68.0,36.0372673,126.6898854,MASTER,2025100105
KR10025001,2025100106,968.375,5.55,481073.58,18.13,89.0,1014.0,16.29,0.0,0.0,10000.0,1.89,75.0,36.0372673,126.6898854,MASTER,2025100106
KR10025001,2025100107,968.375,60.3,481133.88000000006,18.16,90.0,1014.0,16.49,0.0,0.0,10000.0,1.69,88.0,36.0372673,126.6898854,MASTER,2025100107
KR10025001,2025100108,968.375,185.34,481319.22,18.73,87.0,1014.0,16.52,0.0,0.0,10000.0,1.59,81.0,36.0372673,126.6898854,MASTER,2025100108
KR10025001,2025100109,968.375,427.31,481746.53,19.77,82.0,1014.0,16.61,0.0,0.0,10000.0,1.59,88.0,36.0372673,126.6898854,MASTER,2025100109
KR10025001,2025100110,968.375,578.28,482324.81,21.49,76.0,1015.0,17.08,0.0,73.0,10000.0,1.01,74.0,36.0372673,126.6898854,MASTER,2025100110
KR10025001,2025100111,968.375,709.4200000000001,483034.23,23.56,66.0,1015.0,15.28,0.0,95.0,10000.0,0.65,353.0,36.0372673,126.6898854,MASTER,2025100111
KR10025001,2025100112,968.375,732.78,483767.01,24.24,62.0,1015.0,14.97,0.0,97.0,10000.0,1.15,263.0,36.0372673,126.6898854,MASTER,2025100112
KR10025001,2025100113,968.375,655.5500000000001,484422.56000000006,24.4,62.0,1014.0,15.01,0.0,98.0,10000.0,2.41,272.0,36.0372673,126.6898854,MASTER,2025100113
KR10025001,2025100114,968.375,626.0500000000001,485048.61,24.75,61.0,1014.0,14.92,0.0,98.0,10000.0,2.41,288.0,36.0372673,126.6898854,MASTER,2025100114
KR10025001,2025100115,968.375,483.1000000000001,485531.71,24.54,60.0,1014.0,14.68,0.0,98.0,10000.0,2.42,296.0,36.0372673,126.6898854,MASTER,2025100115
KR10025001,2025100116,968.375,269.68999999999994,485801.4,24.52,60.0,1014.0,14.47,0.0,14.0,10000.0,1.99,299.0,36.0372673,126.6898854,MASTER,2025100116
KR10025001,2025100117,968.375,84.38000000000004,485885.78,23.57,67.0,1014.0,15.46,0.0,22.0,10000.0,2.76,292.0,36.0372673,126.6898854,MASTER,2025100117
KR10025001,2025100118,968.375,3.900000000000001,485889.68,22.94,71.0,1014.0,17.4,0.0,62.0,10000.0,2.01,304.0,36.0372673,126.6898854,MASTER,2025100118
KR10025001,2025100119,968.375,0.0,485889.68,22.79,72.0,1014.0,17.48,0.0,59.0,10000.0,1.71,298.0,36.0372673,126.6898854,MASTER,2025100119
KR10025001,2025100120,968.375,0.0,485889.68,22.46,73.0,1015.0,17.38,0.0,58.0,10000.0,1.97,294.0,36.0372673,126.6898854,MASTER,2025100120
KR10025001,2025100121,968.375,0.0,485889.68,21.99,73.0,1015.0,16.93,0.0,61.0,10000.0,1.7,332.0,36.0372673,126.6898854,MASTER,2025100121
KR10025001,2025100122,968.375,0.0,485889.68,20.07,74.0,1016.0,15.3,0.0,92.0,10000.0,1.37,5.0,36.0372673,126.6898854,MASTER,2025100122
KR10025001,2025100123,968.375,0.0,485889.68,18.89,73.0,1017.0,13.94,0.0,100.0,10000.0,1.45,25.0,36.0372673,126.6898854,MASTER,2025100123
KR10025001,2025100200,968.375,0.0,485889.68,18.51,72.0,1016.0,13.61,0.0,100.0,10000.0,1.24,42.0,36.0372673,126.6898854,MASTER,2025100200
KR10025001,2025100201,968.375,0.0,485889.68,18.33,72.0,1016.0,13.47,0.0,100.0,10000.0,1.8,68.0,36.0372673,126.6898854,MASTER,2025100201
KR10025001,2025100202,968.375,0.0,485889.68,17.83,75.0,1016.0,13.4,0.0,100.0,10000.0,1.82,97.0,36.0372673,126.6898854,MASTER,2025100202
