TIME,H_SIN,H_COS,DOY_SIN,DOY_COS,TEMP,HUMI,CLOU,WISP,WIDE_SIN,WIDE_COS,SUN_ELEV_CLIP,COS_ZEN,IRRADIANCE,EST_IRRADIANCE,IRRADIANCE_PROXY,IRRADIANCE_X_CAPA,CAPA,SEASONAL_SOLAR_PATTERN,WEATHER_ADJUSTED_PATTERN,EXPECTED_GEN_PROXY,GEN_LAG_2,dust_coverage_ratio,snow_coverage_ratio,bird_dropping_count,physical_damage_count,max_defect_confidence,cls_normal,cls_dust,cls_snow,cls_bird,cls_damage,PREDICTION,ACTUAL
2025-09-25 20:00:00,-0.8660254037844386,0.5000000000000001,-0.9951053111006974,-0.09882013873287211,23.6,95.0,100.0,1.38,0.9563047559630355,-0.29237170472273666,0.0,0.0,0.0,0.0,0.0,0.0,968.375,0.0,0.0,0.0,4.590000000000002,0.0,0.005817898237605,-0.1313459941718111,0.1814360331644283,0.9088279598536578,0,0,0,0,1,0.0,0.0
2025-09-25 21:00:00,-0.7071067811865477,0.7071067811865474,-0.9951053111006974,-0.09882013873287211,23.33,95.0,100.0,1.13,0.8480480961564261,-0.5299192642332048,0.0,0.0,0.0,0.0,0.0,0.0,968.375,0.0,0.0,0.0,0.0,0.0,0.005737896315974,-0.1313459941718111,0.1814360331644283,0.9079754873119696,0,0,0,0,1,0.0,0.0
2025-09-25 22:00:00,-0.5000000000000004,0.8660254037844384,-0.9951053111006974,-0.09882013873287211,22.94,96.0,100.0,1.23,0.9659258262890683,-0.25881904510252085,0.0,0.0,0.0,0.0,0.0,0.0,968.375,0.0,0.0,0.0,0.0,0.0,0.0094787893549335,-0.1313459941718111,0.1814360331644283,0.94166659879147,0,0,0,0,1,0.0,0.0
2025-09-25 23:00:00,-0.25881904510252157,0.9659258262890681,-0.9951053111006974,-0.09882013873287211,22.19,96.0,100.0,0.96,0.6560590289905073,0.754709580222772,0.0,0.0,0.0,0.0,0.0,0.0,968.375,0.0,0.0,0.0,0.0,0.0,0.0095344678182468,-0.1313459941718111,0.1814360331644283,0.9441239404282556,0,0,0,0,1,0.0,0.0
2025-09-26 00:00:00,0.0,1.0,-0.99665890175417,-0.08167639533042288,22.0,96.0,100.0,1.38,0.374606593415912,0.9271838545667874,0.0,0.0,0.0,0.0,0.0,0.0,968.375,0.0,0.0,0.0,0.0,0.0,0.0094784584104437,-0.1313459941718111,0.1814360331644283,0.9416660597825566,0,0,0,0,1,0.0,0.0
2025-09-26 01:00:00,0.25881904510252074,0.9659258262890683,-0.99665890175417,-0.08167639533042288,22.02,96.0,100.0,1.68,0.27563735581699916,0.9612616959383189,0.0,0.0,0.0,0.0,0.0,0.0,968.375,0.0,0.0,0.0,0.0,0.0,0.0095453565992687,-0.1313459941718111,0.1814360331644283,0.9382744360289847,0,0,0,0,1,0.0,0.0
2025-09-26 02:00:00,0.49999999999999994,0.8660254037844387,-0.99665890175417,-0.08167639533042288,21.98,95.0,100.0,1.86,0.3255681544571567,0.9455185755993168,0.0,0.0,0.0,0.0,0.0,0.0,968.375,0.0,0.0,0.0,0.0,0.0,0.0959500374505857,-0.1313459941718111,-0.0690649787986557,0.9717951009120508,0,0,0,0,1,0.00046135453417670165,0.0
2025-09-26 03:00:00,0.7071067811865476,0.7071067811865476,-0.99665890175417,-0.08167639533042288,21.66,93.0,100.0,2.38,0.35836794954530027,0.9335804264972017,0.0,0.0,0.0,0.0,0.0,0.0,968.375,0.0,0.0,0.0,0.0,0.0,0.0961094147080953,-0.1313459941718111,-0.0690649787986557,0.9727142907792584,0,0,0,0,1,0.00046135453417670165,0.0
2025-09-26 04:00:00,0.8660254037844386,0.5000000000000001,-0.99665890175417,-0.08167639533042288,21.2,91.0,100.0,2.78,0.17364817766693033,0.984807753012208,0.0,0.0,0.0,0.0,0.0,0.0,968.375,0.0,0.0,0.0,0.0,0.0,0.0368566398759178,-0.1313459941718111,0.1814360331644283,0.9436208055524146,0,0,1,0,0,0.0,0.0
2025-09-26 05:00:00,0.9659258262890683,0.25881904510252074,-0.99665890175417,-0.08167639533042288,20.83,87.0,100.0,2.81,0.45399049973954675,0.8910065241883679,0.0,0.0,0.0,0.0,0.0,0.0,968.375,0.0,0.0,0.0,0.0,0.0,0.0375353662925182,-0.1313459941718111,0.1814360331644283,0.9367197546527248,0,0,1,0,0,0.0,0.0
2025-09-26 06:00:00,1.0,6.123233995736766e-17,-0.99665890175417,-0.08167639533042288,19.87,85.0,83.0,2.17,0.573576436351046,0.8191520442889918,0.0,0.0,0.0,0.0,0.0,0.0,968.375,0.0,0.011173849864810183,10.82047686283556,0.0,0.0,0.0375663425168407,-0.1313459941718111,-0.0690649787986557,0.855357017943966,0,0,1,0,0,0.5647739493360691,2.1500000000000004
2025-09-26 07:00:00,0.9659258262890683,-0.25881904510252063,-0.99665890175417,-0.08167639533042288,19.88,84.0,84.0,2.44,0.5150380749100542,0.8571673007021123,0.25881904510252074,0.25881904510252074,8.62,0.041411047216403325,0.25881904510252074,40.10142284818457,968.375,0.0,0.021653645317858038,20.968848784680777,0.0,0.0,0.2184479926769157,-0.1313459941718111,-0.0690649787986557,0.8560773734119599,0,0,1,0,0,12.104781934780315,86.63000000000002
2025-09-26 08:00:00,0.8660254037844387,-0.4999999999999998,-0.99665890175417,-0.08167639533042288,20.4,83.0,87.0,2.17,0.6156614753256583,0.7880107536067219,0.49999999999999994,0.49999999999999994,117.7,0.06499999999999999,0.49999999999999994,62.94437499999999,968.375,0.0,0.03241578714104851,31.390637872712848,2.1500000000000004,0.0,0.1816211030912792,-0.1313459941718111,-0.0690649787986557,0.8535585248691525,0,0,0,0,1,87.63462500988383,229.06
2025-09-26 09:00:00,0.7071067811865476,-0.7071067811865475,-0.99665890175417,-0.08167639533042288,21.71,80.0,89.0,2.41,0.5299192642332049,0.848048096156426,0.7071067811865476,0.7071067811865476,295.95,0.07778174593052023,0.7071067811865476,75.32189821546753,968.375,0.0,0.045222351955790614,43.79219507518874,86.63000000000002,0.0,0.2160149031817354,-0.1313459941718111,-0.0690649787986557,0.8597352076789365,0,0,1,0,0,161.9992269894381,443.34
2025-09-26 10:00:00,0.49999999999999994,-0.8660254037844387,-0.99665890175417,-0.08167639533042288,23.53,73.0,97.0,2.39,0.5877852522924731,0.8090169943749475,0.8660254037844386,0.8660254037844386,473.4,0.02598076211353318,0.8660254037844386,25.159120511692695,968.375,0.0,0.01819591979137902,17.620473827976657,229.06,0.0,0.0930801985763511,-0.1313459941718111,0.4319370451275124,0.9262380076505726,0,0,0,0,1,386.70120749425496,317.3
2025-09-26 11:00:00,0.258819045102521,-0.9659258262890682,-0.99665890175417,-0.08167639533042288,25.83,63.0,91.0,2.43,0.4694715627858908,0.882947592858927,0.9659258262890683,0.9659258262890683,643.85,0.08693332436601611,0.9659258262890683,84.18405798294086,968.375,0.0,0.0720663662625127,69.78726742946074,443.34,0.0,0.0930835748429999,-0.1313459941718111,0.4319370451275124,0.9262308807549382,0,0,0,0,1,631.151491943507,769.0900000000001
2025-09-26 12:00:00,1.2246467991473532e-16,-1.0,-0.99665890175417,-0.08167639533042288,26.54,58.0,95.0,1.9,0.4067366430758002,0.9135454576426009,1.0,1.0,698.85,0.050000000000000044,1.0,48.418750000000045,968.375,0.0,0.047297973445338315,45.802175035129494,317.3,0.0,0.0935330571468842,-0.1313459941718111,0.4319370451275124,0.9197768479142032,0,0,0,0,1,603.832479228165,633.84
2025-09-26 13:00:00,-0.2588190451025208,-0.9659258262890683,-0.99665890175417,-0.08167639533042288,27.04,57.0,97.0,1.29,-0.529919264233205,0.8480480961564258,0.9659258262890683,0.9659258262890683,679.3,0.028977774788672073,0.9659258262890683,28.06135266098032,968.375,0.0,0.030000000000000027,29.051250000000024,769.0900000000001,0.0,0.1617586542696251,-0.1313459941718111,-0.0690649787986557,0.9449754547318754,0,0,0,0,1,593.1770224286832,629.74
2025-09-26 14:00:00,-0.4999999999999997,-0.8660254037844388,-0.99665890175417,-0.08167639533042288,27.72,56.0,98.0,1.48,-0.9205048534524405,0.3907311284892735,0.8660254037844387,0.8660254037844387,602.15,0.01732050807568879,0.8660254037844387,16.772747007795132,968.375,0.0,0.018919189378135325,18.320870014051795,633.84,0.0,0.1685466735772465,-0.1313459941718111,-0.0690649787986557,0.9457468363770168,0,0,0,0,1,551.8152759085962,448.32
2025-09-26 15:00:00,-0.7071067811865471,-0.7071067811865479,-0.99665890175417,-0.08167639533042288,27.49,59.0,98.0,2.56,-0.9396926207859083,0.342020143325669,0.7071067811865476,0.7071067811865476,478.85,0.014142135623730965,0.7071067811865476,13.694890584630473,968.375,0.0,0.016014748058336175,15.508281650991293,629.74,0.0,0.1660058498621922,-0.1313459941718111,-0.0690649787986557,0.9592336179619808,0,0,0,0,1,377.61212297916825,656.95
2025-09-26 16:00:00,-0.8660254037844385,-0.5000000000000004,-0.99665890175417,-0.08167639533042288,26.58,69.0,100.0,4.11,-0.9271838545667874,0.37460659341591196,0.49999999999999994,0.49999999999999994,346.6,0.0,0.49999999999999994,0.0,968.375,0.0,0.0,0.0,448.32,0.0,0.0894198424518235,-0.1313459941718111,-0.0690649787986557,0.9213135623266786,0,0,0,0,1,157.73060833976317,292.26000000000005
2025-09-26 17:00:00,-0.9659258262890683,-0.25881904510252063,-0.99665890175417,-0.08167639533042288,25.4,76.0,100.0,3.87,-0.8191520442889918,0.573576436351046,0.258819045102521,0.258819045102521,210.32,0.0,0.258819045102521,0.0,968.375,0.0,0.0,0.0,656.95,0.0,0.0908042340672281,-0.1313459941718111,-0.0690649787986557,0.9203793400997716,0,0,0,0,1,58.5206683129649,77.74999999999999
2025-09-26 18:00:00,-1.0,-1.8369701987210297e-16,-0.99665890175417,-0.08167639533042288,24.34,75.0,100.0,3.36,-0.7071067811865477,0.7071067811865474,1.2246467991473532e-16,1.2246467991473532e-16,75.8,0.0,1.2246467991473532e-16,0.0,968.375,0.0,0.0,0.0,292.26000000000005,0.0,0.0148240295419807,-0.1313459941718111,1.4339410929798488,0.9436046352850088,0,0,0,0,1,2.416735648796465,2.77
2025-09-26 19:00:00,-0.9659258262890684,0.2588190451025203,-0.99665890175417,-0.08167639533042288,24.18,74.0,100.0,3.06,-0.35836794954530077,0.9335804264972015,0.0,0.0,3.95,0.0,0.0,0.0,968.375,0.0,0.0,0.0,77.74999999999999,0.0,0.0111565961440992,-0.1313459941718111,1.4339410929798488,0.9413256457087223,0,0,0,0,1,1.5037097338958745,0.0
