TIME,H_SIN,H_COS,DOY_SIN,DOY_COS,TEMP,HUMI,CLOU,WISP,WIDE_SIN,WIDE_COS,SUN_ELEV_CLIP,COS_ZEN,IRRADIANCE,EST_IRRADIANCE,IRRADIANCE_PROXY,IRRADIANCE_X_CAPA,CAPA,SEASONAL_SOLAR_PATTERN,WEATHER_ADJUSTED_PATTERN,EXPECTED_GEN_PROXY,GEN_LAG_1,GEN_LAG_2,GEN_ROLL_MEAN_6,dust_coverage_ratio,snow_coverage_ratio,bird_dropping_count,physical_damage_count,max_defect_confidence,cls_normal,cls_dust,cls_snow,cls_bird,cls_damage,PREDICTION,ACTUAL,ERROR,ANOMALY,CLS_ANOMALY_PRED,HYBRID_ANOMALY
2026-02-21 17:00:00,-0.9659258262890683,-0.25881904510252063,0.7802958510707755,0.6254105729852463,11.97,57.0,22.0,6.78,-0.46947156278589086,-0.8829475928589269,0.258819045102521,0.258819045102521,0.0,0.2018788551799664,0.258819045102521,195.49443638489996,968.375,0.32078921460696175,0.32066758659560624,310.5264741695202,296.2,501.58,577.9749999999999,0.1713866349238248,0.0,-0.1313459941718111,-0.3195659907617397,0.8674389027407524,0,1,0,0,0,105.43791270565838,85.37000000000005,20.06791270565833,0,0,0
2026-02-21 18:00:00,-1.0,-1.8369701987210297e-16,0.7802958510707755,0.6254105729852463,15.95,39.0,0.0,7.17,-0.2419218955996675,-0.9702957262759965,1.2246467991473532e-16,1.2246467991473532e-16,0.0,1.2246467991473532e-16,1.2246467991473532e-16,1.185917344124318e-13,968.375,0.19456849396425804,0.24935220877729622,241.46644517471424,85.37000000000005,296.2,487.08166666666665,0.1398221477078259,0.0,-0.1313459941718111,-0.3195659907617397,0.8574781377984672,0,1,0,0,0,53.12777487973801,4.010000000000001,49.117774879738015,0,0,0
2026-02-21 19:00:00,-0.9659258262890684,0.2588190451025203,0.7802958510707755,0.6254105729852463,14.85,44.0,3.0,6.44,-0.13917310096006552,-0.9902680687415703,0.0,0.0,0.0,0.0,0.0,0.0,968.375,0.10560156001301717,0.1312752247395143,127.12364575712716,4.010000000000001,85.37000000000005,370.2016666666666,0.1341756495032025,0.0,-0.1313459941718111,-0.3195659907617397,0.9478218410244714,0,1,0,0,0,13.858220464935979,0.0,13.858220464935979,0,0,0
2026-02-21 20:00:00,-0.8660254037844386,0.5000000000000001,0.7802958510707755,0.6254105729852463,13.61,48.0,4.0,6.31,-0.0348994967025009,-0.9993908270190958,0.0,0.0,0.0,0.0,0.0,0.0,968.375,0.05128769817646547,0.06309938747186926,61.103869343071395,0.0,4.010000000000001,252.57666666666663,0.12834437759587,0.0,-0.1313459941718111,-0.3195659907617397,0.9089692999687614,0,1,0,0,0,0.07038264476929416,0.0,0.07038264476929416,0,0,0
2026-02-21 21:00:00,-0.7071067811865477,0.7071067811865474,0.7802958510707755,0.6254105729852463,12.36,53.0,6.0,6.48,0.03489949670250114,-0.9993908270190958,0.0,0.0,0.0,0.0,0.0,0.0,968.375,0.02228954174594364,0.02685157073747735,26.00238981290463,0.0,0.0,147.85999999999996,0.1121101692522692,0.0,-0.1313459941718111,-0.3195659907617397,0.8942987350299257,0,1,0,0,0,0.2510463861816859,0.0,0.2510463861816859,0,0,0
2026-02-21 22:00:00,-0.5000000000000004,0.8660254037844384,0.7802958510707755,0.6254105729852463,10.83,59.0,5.0,5.74,0.06975647374412552,-0.9975640502598242,0.0,0.0,0.0,0.0,0.0,0.0,968.375,0.00866830390835008,0.01055354671133019,10.219790796584373,0.0,0.0,64.2633333333333,0.1195202436346471,0.0,-0.1313459941718111,-0.3195659907617397,0.9213874664377116,0,1,0,0,0,0.2785278882193048,0.0,0.2785278882193048,0,0,0
2026-02-21 23:00:00,-0.25881904510252157,0.9659258262890681,0.7802958510707755,0.6254105729852463,9.16,64.0,8.0,5.49,0.10452846326765373,-0.9945218953682733,0.0,0.0,0.0,0.0,0.0,0.0,968.375,0.0030165614454015855,0.003556646528314983,3.444167581857022,0.0,0.0,14.896666666666638,0.1329515679661921,0.0,-0.1313459941718111,-0.0690649787986557,0.9310595621618616,0,1,0,0,0,-0.7089162102497116,0.0,0.7089162102497116,0,0,0
2026-02-22 00:00:00,0.0,1.0,0.7909456567567772,0.6118864012687243,8.95,63.0,16.0,5.51,0.13917310096006533,-0.9902680687415704,0.0,0.0,0.0,0.0,0.0,0.0,968.375,6.616129693623578e-05,7.026461167297112e-05,0.0680424933288134,0.0,0.0,0.6683333333332956,0.1293563134903871,0.0,-0.1313459941718111,-0.0690649787986557,0.9217913637835838,0,1,0,0,0,1.4947040978142296,0.0,1.4947040978142296,0,0,0
2026-02-22 01:00:00,0.25881904510252074,0.9659258262890683,0.7909456567567772,0.6118864012687243,8.86,66.0,17.0,6.04,0.12186934340514755,-0.992546151641322,0.0,0.0,0.0,0.0,0.0,0.0,968.375,0.00026533270854370663,0.00027843398115908483,0.26962850650492876,0.0,0.0,0.0,0.1306222919237336,0.0,-0.1313459941718111,-0.3195659907617397,0.9154269860921326,0,1,0,0,0,-0.6801847040682875,0.0,0.6801847040682875,0,0,0
2026-02-22 02:00:00,0.49999999999999994,0.8660254037844387,0.7909456567567772,0.6118864012687243,9.48,69.0,28.0,7.01,0.01745240643728344,-0.9998476951563913,0.0,0.0,0.0,0.0,0.0,0.0,968.375,0.0009521878342526034,0.0008667791962763061,0.8393673041940679,0.0,0.0,0.0,0.1712041028885981,0.0,-0.1313459941718111,-0.3195659907617397,0.9365684728176606,0,1,0,0,0,0.26259961712446983,0.0,0.26259961712446983,0,0,0
2026-02-22 03:00:00,0.7071067811865476,0.7071067811865476,0.7909456567567772,0.6118864012687243,9.55,75.0,30.0,7.03,-0.0348994967025009,-0.9993908270190958,0.0,0.0,0.0,0.0,0.0,0.0,968.375,0.0030577327436845715,0.002706144097630965,2.620562290543386,0.0,0.0,0.0,0.1712186147359836,0.0,-0.1313459941718111,-0.3195659907617397,0.918739076086019,0,1,0,0,0,0.13887618575987415,0.0,0.13887618575987415,0,0,0
2026-02-22 04:00:00,0.8660254037844386,0.5000000000000001,0.7909456567567772,0.6118864012687243,9.33,81.0,98.0,6.65,0.01745240643728344,-0.9998476951563913,0.0,0.0,0.0,0.0,0.0,0.0,968.375,0.008786612562848826,0.00022217993076484633,0.21515349045440807,0.0,0.0,0.0,0.1701913804440871,0.0,-0.1313459941718111,-0.3195659907617397,0.8905107600552711,0,1,0,0,0,-0.20697399150616846,0.0,0.20697399150616846,0,0,0
2026-02-22 05:00:00,0.9659258262890683,0.25881904510252074,0.7909456567567772,0.6118864012687243,9.2,86.0,75.0,6.21,1.2246467991473532e-16,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,968.375,0.022593758778622432,0.007141375196137594,6.915529205559743,0.0,0.0,0.0,0.169842453757673,0.0,-0.1313459941718111,-0.3195659907617397,0.7697583299635294,0,1,0,0,0,-0.20697399150616846,0.0,0.20697399150616846,0,0,0
2026-02-22 06:00:00,1.0,6.123233995736766e-17,0.7909456567567772,0.6118864012687243,11.95,76.0,0.0,6.05,1.2246467991473532e-16,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,968.375,0.05198769423425832,0.06572852861653047,63.649863899032695,0.0,0.0,0.0,0.1672184574325394,0.0,-0.1313459941718111,-0.0690649787986557,0.5171056275405287,0,1,0,0,0,2.4443553407645675,0.0,2.4443553407645675,0,0,0
2026-02-22 07:00:00,0.9659258262890683,-0.25881904510252063,0.7909456567567772,0.6118864012687243,11.32,79.0,8.0,5.94,0.0871557427476582,-0.9961946980917455,0.25881904510252074,0.25881904510252074,0.0,0.23811352149431908,0.25881904510252074,230.58318137706124,968.375,0.10704285448194709,0.1245084605776837,120.57088051191445,0.0,0.0,0.0,0.1551668466634436,0.0,-0.1313459941718111,-0.3195659907617397,0.8798881520570496,0,1,0,0,0,18.746944735374196,28.80000000000001,10.053055264625815,0,0,0
2026-02-22 08:00:00,0.8660254037844387,-0.4999999999999998,0.7909456567567772,0.6118864012687243,11.08,82.0,22.0,6.5,-0.017452406437283637,-0.9998476951563913,0.49999999999999994,0.49999999999999994,0.0,0.38999999999999996,0.49999999999999994,377.66624999999993,968.375,0.19722404653511158,0.19449472284629105,188.3438272362771,28.80000000000001,0.0,4.799999999999964,0.114610375717546,0.0,-0.1313459941718111,-0.3195659907617397,0.8689588479870293,0,1,0,0,0,115.27934012747541,71.05,44.22934012747541,0,0,0
2026-02-22 09:00:00,0.7071067811865476,-0.7071067811865475,0.7909456567567772,0.6118864012687243,11.31,84.0,37.0,7.12,-0.6018150231520484,-0.7986355100472928,0.7071067811865476,0.7071067811865476,0.0,0.44547727214752497,0.7071067811865476,431.3890534158595,968.375,0.3251674806159904,0.2590007430195281,250.8098445215355,71.05,28.80000000000001,16.64166666666663,0.1164966930218321,0.0,-0.1313459941718111,-0.3195659907617397,0.9292168104662594,0,1,0,0,0,165.0888400974817,47.62,117.46884009748169,0,0,0
2026-02-22 10:00:00,0.49999999999999994,-0.8660254037844387,0.7909456567567772,0.6118864012687243,10.53,88.0,76.0,9.82,-0.7986355100472928,-0.6018150231520483,0.8660254037844386,0.8660254037844386,0.0,0.20784609690826525,0.8660254037844386,201.27296409354136,968.375,0.4797327909895302,0.14556735833103202,140.96379062381314,47.62,71.05,24.578333333333294,0.1095444169541762,0.0,-0.1313459941718111,-0.3195659907617397,0.943518214189206,0,1,0,0,0,108.83911085131744,156.23999999999998,47.40088914868254,0,0,0
2026-02-22 11:00:00,0.258819045102521,-0.9659258262890682,0.7909456567567772,0.6118864012687243,8.92,95.0,98.0,7.19,-0.848048096156426,-0.529919264233205,0.9659258262890683,0.9659258262890683,0.0,0.019318516525781385,0.9659258262890683,18.70756844065355,968.375,0.6333397710397509,0.016014748058336175,15.508281650991293,156.23999999999998,47.62,50.61833333333329,0.1115792480064575,0.0,-0.1313459941718111,-0.3195659907617397,0.9332806981147624,0,1,0,0,0,266.8343240899255,381.8500000000001,115.0156759100746,0,0,0
2026-02-22 12:00:00,1.2246467991473532e-16,-1.0,0.7909456567567772,0.6118864012687243,8.58,87.0,100.0,5.83,-0.981627183447664,-0.1908089953765446,1.0,1.0,0.0,0.0,1.0,0.0,968.375,0.7482025333997537,0.0,0.0,381.8500000000001,156.23999999999998,114.25999999999998,0.1635576046872519,0.0,-0.1313459941718111,-0.3195659907617397,0.9223985872696157,0,1,0,0,0,376.63194372376955,494.62,117.98805627623045,0,0,0
2026-02-22 13:00:00,-0.2588190451025208,-0.9659258262890683,0.7909456567567772,0.6118864012687243,8.66,58.0,75.0,7.97,-0.9063077870366498,0.4226182617406996,0.9659258262890683,0.9659258262890683,0.0,0.24148145657226708,0.9659258262890683,233.84460550816914,968.375,0.7909456567567772,0.25,242.09375,494.62,381.8500000000001,196.69666666666663,0.0938021038675284,0.0,-0.1313459941718111,-0.3195659907617397,0.8895593494330105,0,1,0,0,0,401.1898658721573,492.74000000000007,91.55013412784274,0,0,0
2026-02-22 14:00:00,-0.4999999999999997,-0.8660254037844388,0.7909456567567772,0.6118864012687243,7.71,58.0,60.0,8.83,-0.8571673007021123,0.5150380749100542,0.8660254037844387,0.8660254037844387,0.0,0.3464101615137755,0.8660254037844387,335.45494015590236,968.375,0.7482025333997537,0.3783837875627062,366.4174002810356,492.74000000000007,494.62,274.02,0.1394938417404158,0.0,-0.1313459941718111,-0.3195659907617397,0.4256133861546097,0,1,0,0,0,423.7754155135146,439.99,16.21458448648542,0,0,0
2026-02-22 15:00:00,-0.7071067811865471,-0.7071067811865479,0.7909456567567772,0.6118864012687243,7.26,55.0,50.0,8.55,-0.8480480961564261,0.5299192642332047,0.7071067811865476,0.7071067811865476,0.0,0.3535533905932738,0.7071067811865476,342.3722646157615,968.375,0.6333397710397509,0.40036870145840403,387.707041274782,439.99,492.74000000000007,335.51,0.2032762360251757,0.0,-0.1313459941718111,-0.3195659907617397,0.5074068808200984,0,1,0,0,0,265.7402545037674,404.65,138.90974549623257,0,0,0
2026-02-22 16:00:00,-0.8660254037844385,-0.5000000000000004,0.7909456567567772,0.6118864012687243,6.34,56.0,0.0,8.7,-0.8090169943749476,0.5877852522924729,0.49999999999999994,0.49999999999999994,0.0,0.49999999999999994,0.49999999999999994,484.18749999999994,968.375,0.4797327909895302,0.6065306597126334,587.3491275992214,404.65,439.99,395.01499999999993,0.0681808211775623,0.0,-0.1313459941718111,-0.0690649787986557,0.938097880664864,0,1,0,0,0,169.49060841872574,290.91,121.41939158127428,0,0,0
2026-02-22 17:00:00,-0.9659258262890683,-0.25881904510252063,0.7909456567567772,0.6118864012687243,5.45,54.0,0.0,8.09,-0.7660444431189781,0.6427876096865393,0.258819045102521,0.258819045102521,0.0,0.258819045102521,0.258819045102521,250.6338928011538,968.375,0.3251674806159904,0.41111229050718745,398.11086431989764,290.91,404.65,417.46000000000004,0.0391475042782625,0.0,-0.1313459941718111,-0.0690649787986557,0.9408265234547932,0,0,0,0,1,96.77930742750874,97.38,0.6006925724912549,0,0,0
2026-02-22 18:00:00,-1.0,-1.8369701987210297e-16,0.7909456567567772,0.6118864012687243,6.95,53.0,0.0,7.16,-0.5877852522924734,0.8090169943749473,1.2246467991473532e-16,1.2246467991473532e-16,0.0,1.2246467991473532e-16,1.2246467991473532e-16,1.185917344124318e-13,968.375,0.19722404653511158,0.24935220877729622,241.46644517471424,97.38,290.91,370.04833333333335,0.0,0.0,-0.1313459941718111,-0.3195659907617397,0.0,0,0,0,0,0,24.257772845862874,5.150000000000002,19.107772845862872,0,0,0
2026-02-22 19:00:00,-0.9659258262890684,0.2588190451025203,0.7909456567567772,0.6118864012687243,6.22,52.0,0.0,6.09,-0.4848096202463369,0.8746197071393959,0.0,0.0,0.0,0.0,0.0,0.0,968.375,0.10704285448194709,0.1353352832366127,131.05530490425483,5.150000000000002,97.38,288.46999999999997,0.0,0.0,-0.1313459941718111,-0.3195659907617397,0.0,0,0,0,0,0,7.911230046824184,0.0,7.911230046824184,0,0,0
2026-02-22 20:00:00,-0.8660254037844386,0.5000000000000001,0.7909456567567772,0.6118864012687243,5.25,51.0,0.0,5.56,-0.4694715627858908,0.882947592858927,0.0,0.0,0.0,0.0,0.0,0.0,968.375,0.05198769423425832,0.06572852861653047,63.649863899032695,0.0,5.150000000000002,206.34666666666666,0.0,0.0,-0.1313459941718111,-0.3195659907617397,0.0,0,0,0,0,0,-0.19579259327672596,0.0,0.19579259327672596,0,0,0
2026-02-22 21:00:00,-0.7071067811865477,0.7071067811865474,0.7909456567567772,0.6118864012687243,4.3,50.0,0.0,5.43,-0.5150380749100545,0.8571673007021121,0.0,0.0,0.0,0.0,0.0,0.0,968.375,0.022593758778622432,0.028565500784550377,27.66211682223897,0.0,0.0,133.01499999999996,0.0,0.0,-0.1313459941718111,-0.3195659907617397,0.0,0,0,0,0,0,-0.55952773622952,0.0,0.55952773622952,0,0,0
2026-02-22 22:00:00,-0.5000000000000004,0.8660254037844384,0.7909456567567772,0.6118864012687243,3.25,48.0,0.0,5.55,-0.5000000000000004,0.8660254037844384,0.0,0.0,0.0,0.0,0.0,0.0,968.375,0.008786612562848826,0.011108996538242306,10.757674522720393,0.0,0.0,65.5733333333333,0.0,0.0,-0.1313459941718111,-0.3195659907617397,0.0,0,0,0,0,0,-0.55952773622952,0.0,0.55952773622952,0,0,0
2026-02-22 23:00:00,-0.25881904510252157,0.9659258262890681,0.7909456567567772,0.6118864012687243,1.91,48.0,0.0,3.64,-0.37460659341591235,0.9271838545667873,0.0,0.0,0.0,0.0,0.0,0.0,968.375,0.0030577327436845715,0.0038659201394728076,3.74366041506198,0.0,0.0,17.088333333333296,0.0,0.0,-0.1313459941718111,-0.3195659907617397,0.0,0,0,0,0,0,-0.55952773622952,0.0,0.55952773622952,0,0,0
2026-02-23 00:00:00,0.0,1.0,0.8013610881746766,0.5981809144059165,1.64,51.0,7.0,1.8,-0.06975647374412564,0.9975640502598242,0.0,0.0,0.0,0.0,0.0,0.0,968.375,6.703253056002764e-05,7.77929629236466e-05,0.07533276047118627,0.0,0.0,0.8583333333332958,0.0,0.0,-0.1313459941718111,-0.3195659907617397,0.0,0,0,0,0,0,2.880319101469327,0.0,2.880319101469327,0,0,0
2026-02-23 01:00:00,0.25881904510252074,0.9659258262890683,0.8013610881746766,0.5981809144059165,1.53,52.0,20.0,0.97,-0.1736481776669304,0.984807753012208,0.0,0.0,0.0,0.0,0.0,0.0,968.375,0.0002688266965378935,0.0002683701023220095,0.259882897836076,0.0,0.0,0.0,0.0,0.0,-0.1313459941718111,-0.3195659907617397,0.0,0,0,0,0,0,-0.4929458863579463,0.0,0.4929458863579463,0,0,0
2026-02-23 02:00:00,0.49999999999999994,0.8660254037844387,0.8013610881746766,0.5981809144059165,1.41,53.0,16.0,1.13,-0.5000000000000004,0.8660254037844384,0.0,0.0,0.0,0.0,0.0,0.0,968.375,0.0009647265554654892,0.0010112423956556904,0.9792618548930792,0.0,0.0,0.0,0.0,0.0,-0.1313459941718111,-0.3195659907617397,0.0,0,0,0,0,0,-0.538241167710633,0.0,0.538241167710633,0,0,0
2026-02-23 03:00:00,0.7071067811865476,0.7071067811865476,0.8013610881746766,0.5981809144059165,1.09,53.0,14.0,0.92,-0.19080899537654467,0.981627183447664,0.0,0.0,0.0,0.0,0.0,0.0,968.375,0.0030979979697643265,0.0033246913199466146,3.2195479569533028,0.0,0.0,0.0,0.0,0.0,-0.1313459941718111,-0.3195659907617397,0.0,0,0,0,0,0,-0.538241167710633,0.0,0.538241167710633,0,0,0
2026-02-23 04:00:00,0.8660254037844386,0.5000000000000001,0.8013610881746766,0.5981809144059165,0.83,54.0,1.0,0.93,-0.27563735581699894,0.9612616959383189,0.0,0.0,0.0,0.0,0.0,0.0,968.375,0.00890231755441457,0.010997906572859883,10.650097777493189,0.0,0.0,0.0,0.0941235734045758,0.0,-0.1313459941718111,-0.0690649787986557,0.8597420351251746,0,1,0,0,0,-0.5338728259489827,0.0,0.5338728259489827,0,0,0
2026-02-23 05:00:00,0.9659258262890683,0.25881904510252074,0.8013610881746766,0.5981809144059165,0.65,53.0,4.0,0.41,0.24192189559966773,0.9702957262759965,0.0,0.0,0.0,0.0,0.0,0.0,968.375,0.022891280792961866,0.02742288075316836,26.55563214934941,0.0,0.0,0.0,0.0968653359275303,0.0,-0.1313459941718111,-0.0690649787986557,0.8071757298420248,0,1,0,0,0,-0.317006328934834,0.0,0.317006328934834,0,0,0
2026-02-23 06:00:00,1.0,6.123233995736766e-17,0.8013610881746766,0.5981809144059165,-1.05,74.0,0.0,1.38,0.12186934340514748,0.992546151641322,0.0,0.0,0.0,0.0,0.0,0.0,968.375,0.05267228521626323,0.06572852861653047,63.649863899032695,0.0,0.0,0.0,0.0695830890610836,0.0,-0.1313459941718111,-0.0690649787986557,0.8689849599743958,0,1,0,0,0,-0.873380093019259,0.0,0.873380093019259,0,0,0
2026-02-23 07:00:00,0.9659258262890683,-0.25881904510252063,0.8013610881746766,0.5981809144059165,-0.67,69.0,0.0,1.2,0.24192189559966773,0.9702957262759965,0.25881904510252074,0.25881904510252074,0.0,0.25881904510252074,0.25881904510252074,250.6338928011535,968.375,0.10845242984292001,0.1353352832366127,131.05530490425483,0.0,0.0,0.0,0.0,0.0,-0.1313459941718111,1.183440081016765,0.8911525998915274,0,0,0,0,1,1.2801289366670845,21.11000000000001,19.829871063332927,0,0,0
2026-02-23 08:00:00,0.8660254037844387,-0.4999999999999998,0.8013610881746766,0.5981809144059165,0.0,64.0,1.0,1.13,0.5446390350150271,0.838670567945424,0.49999999999999994,0.49999999999999994,0.0,0.49499999999999994,0.49999999999999994,479.3456249999999,968.375,0.19982115736453324,0.24685868668952327,239.0517807229671,21.11000000000001,0.0,3.518333333333297,0.1715340606109952,0.0,-0.1313459941718111,-0.0690649787986557,0.9238970320492303,0,0,0,0,1,114.4000775525969,143.4,28.999922447403108,0,0,0
2026-02-23 09:00:00,0.7071067811865476,-0.7071067811865475,0.8013610881746766,0.5981809144059165,1.55,54.0,1.0,1.22,0.03489949670250097,0.9993908270190958,0.7071067811865476,0.7071067811865476,0.0,0.7000357133746821,0.7071067811865476,677.8970839392077,968.375,0.3294493924828235,0.4070011676021156,394.12975567669866,143.4,21.11000000000001,27.418333333333297,0.0,0.0,0.1610047670493168,-0.0690649787986557,0.8731047248802681,0,0,0,0,1,299.8847586784096,342.49000000000007,42.60524132159048,0,0,0
2026-02-23 10:00:00,0.49999999999999994,-0.8660254037844387,0.8013610881746766,0.5981809144059165,3.56,45.0,0.0,2.62,-0.3090169943749477,0.9510565162951535,0.8660254037844386,0.8660254037844386,0.0,0.8660254037844386,0.8660254037844386,838.6373503897557,968.375,0.4860500694786204,0.6065306597126334,587.3491275992214,342.49000000000007,143.4,84.49999999999999,0.0,0.0,-0.1313459941718111,-0.3195659907617397,0.0,0,0,0,0,0,486.7542591421883,541.23,54.47574085781173,0,0,0
2026-02-23 11:00:00,0.258819045102521,-0.9659258262890682,0.8013610881746766,0.5981809144059165,5.82,36.0,5.0,3.21,-0.6293203910498378,0.7771459614569706,0.9659258262890683,0.9659258262890683,0.0,0.9176295349746149,0.9659258262890683,888.6095009310427,968.375,0.6416797965435778,0.7607005327709676,736.6433784220858,541.23,342.49000000000007,174.705,0.1050746434223533,0.0,-0.1313459941718111,-0.3195659907617397,0.5106860912702595,0,1,0,0,0,543.6550989351871,674.3499999999999,130.69490106481283,0,0,0
2026-02-23 12:00:00,1.2246467991473532e-16,-1.0,0.8013610881746766,0.5981809144059165,6.38,37.0,31.0,3.88,-0.8290375725550416,0.559192903470747,1.0,1.0,0.0,0.69,1.0,668.1787499999999,968.375,0.7580551093722646,0.6527120335456681,632.0700154847864,674.3499999999999,541.23,287.09666666666664,0.0224028069635846,0.0,-0.1313459941718111,-0.3195659907617397,0.2863815744713879,0,1,0,0,0,573.2226772169863,662.24,89.0173227830137,0,1,1
